要件ID,仕様書参照,対象機能,対象画面,対象ロール,事前条件,操作,期待結果,実装箇所,テストID,検証方法,検証証拠,結果,不具合ID,備考
A-037,§3.1,データスコープ（2次代理店）,-,⑧,⑧でログイン。親1次店・兄弟2次店のデータが存在,自店・親・兄弟店のデータを参照,自店のデータのみ参照でき、親1次店および兄弟2次店のデータは取得できない（IDOR不可）,"src/lib/auth.ts:100, src/lib/session.ts:85-94",,API,R8はauth.ts:93のR7/R10分岐に該当せず、スコープ=[user.agencyId]のみ（auth.ts:100）。親1次店・兄弟2次店IDは含まれない。全詳細取得系（loadStaffInScope sales-staff/actions.ts:39-50、appInScope field-agents/actions.ts:40-50）でscope外はnull=拒否。RLSも同一スコープ。sales-staff/actions.ts:70でR8のagencyId改ざんを明示拒否。,PASS,,IDOR防止はアプリ層+RLSの二重。動的検証はE2Eで補完
A-038,§3.1,データスコープ（販売員）,-,⑨,⑨でログイン。他販売員の日報が存在,日報等のデータを参照,自分のデータ（日報など）のみ参照でき、他販売員のデータは取得できない,"src/app/(app)/reports/actions.ts:110-123,350-366, src/app/(app)/reports/page.tsx:534-542",,API,R9は日報保存時に自分のSalesStaff固定（actions.ts:111-113 accountId=user.idで解決、フォーム値無視）、CSV取込も自分のみ（actions.ts:229-231）、集計タブも自分のsalesStaffIdのみ（page.tsx:536-542）、削除はR9拒否+audit denied（actions.ts:360-365）。他販売員の日報にアクセスする経路なし。他ページ（sales-staff等）はMENUでR9除外→requirePageがaudit+リダイレクト（実DB監査ログに「page=sales-staff role=R9」denied記録あり）。,PASS,,E2Eで動的検証補完
A-039,§3.1,データスコープ（稼働終了代理店）,-,⑩,⑩（稼働終了1次店のアカウント）でログイン,各機能のデータを参照,当該1次代理店の窓口案件のみ参照でき、それ以外の業務データは取得できない,"src/lib/session.ts:57-59, src/lib/roles.ts:61-72",,API,Agency.status=closedでR7/R8の実効ロールがR10に解決（session.ts:59、§14-2方式）。実DBで190001が status=closed、対応アカウントairis_1190001_001(R7)を確認。MENUでR10はdashboardとagency-casesのみ（roles.ts）。他ページはrequirePageで拒否 — 実DB監査ログに「page=reports role=R10」denied記録あり。窓口案件は自店スコープのみ（agency-cases/page.tsx:27）。,PASS,,⑩の実現方式は§14-2で確定（Agencyステータス切替で実効ロール解決） / 稼働終了方式は§14-2確定どおりの実装
A-040,§3.1,テナント分離（RLS）,-,-,-,PostgreSQLのポリシー定義を確認,業務テーブルにPostgreSQL Row-Level Securityポリシーが設定され、アプリ層チェックとの多層防御になっている,C:/Users/hiras/Documents/test/airis/prisma/rls.sql; src/lib/prisma.ts:10-31; src/lib/auth.ts:83-101,,DB,pg_policies実クエリ: SalesStaff/DailyReport/Submission/Case/CaseMessage/CaseStatusHistory/CaseRead/FieldAgentApplicationの8テーブルにポリシーrls_scope（app.bypass/app.scopeによるfail-closed）。pg_class実査で relrowsecurity=true かつ relforcerowsecurity=true。アプリ層はagencyScope+Prisma拡張（set_config+本体を同一トランザクション）で多層防御。,PASS,,SEC要件① / AccountRequest/Announcement/Document/Notification/StoredFile等は非保護（rls.sql:107-110に理由明記）
A-041,§3.2,RBAC,-,-,"-","権限定義コードを確認","ロールは§4の10種がenumで定義され、§5の機能×操作権限が宣言的マップ（permissions.ts等）で表現され、API層・UI層の両方で同一定義を参照して判定している","C:/Users/hiras/Documents/test/airis/src/lib/permissions.ts, src/lib/roles.ts:2-12, tests/unit/permissions-coverage.test.ts:28-31",tests/unit/permissions-coverage.test.ts,CODE,"ロールは src/lib/roles.ts の Role 型（10種）で定義され、§5.1 の機能×操作権限は src/lib/permissions.ts の宣言的マップ（can() / canApproveFirst()）、§5.2 のページアクセスは roles.ts の MENU / canAccess() が唯一の情報源。API層（server action / route handler）とUI層（page.tsx / クライアントコンポーネント）が同一関数を呼ぶ。本ループで reports の SNC_ADMIN と announcements の配信対象ロールをローカル定数から roles.ts の SNC_ADMIN_ROLES / ANNOUNCEMENT_AUDIENCE_ROLES へ集約し、さらに tests/unit/permissions-coverage.test.ts の検出用正規表現がバックスラッシュ欠落で機能していなかった欠陥（BUG-L09）を是正。是正後に検出された8件のうち6件を宣言的マップへの導出に置換した（caseSeriesForRole() / announcementAudienceFilterFor() / needsFirstApproval() を roles.ts に追加、can(role,""submission"",""view"") / canAccess(role,""agency-cases"") へ置換）。例外リスト（ALLOWED）への追加による回避は行っていない。",PASS,,"ALLOWED に残る項目は「宣言的マップ（SNC_ADMIN_ROLES 等）を参照している箇所」と「データスコープ算出・認証ポリシー区分（機能権限ではない）」で、いずれも理由を明記している。"
A-042,§3.2,RBAC（UI制御）,全画面,全ロール,各ロールでログイン,画面とナビゲーションを確認,権限のない操作ボタンは非表示になり、権限のないページはサイドメニュー（ナビ）から除外されている,,e2e/02-nav-permissions.spec.ts:サイドメニュー表示マトリクス（§11.1）; e2e/04-admin.spec.ts:R4はダミー表示モード（実データ非表示・CSV不可）; e2e/05-sales-staff.spec.ts:R4(閲覧): 操作ボタンが出ない; e2e/06-field-agents.spec.ts:t15 R8スコープ: 承認/停止ボタンなし; e2e/12-agencies-dashboard.spec.ts:下位代理店: R7は閲覧のみ,E2E,,PASS,,
A-043,§3.2,RBAC（API制御）,-,全ロール,権限のないロールでログイン,権限のない操作をAPIへ直接リクエスト,HTTP 403が返り、その拒否イベントが監査ログに記録される,"C:/Users/hiras/Documents/test/airis/src/app/(app)/admin/csv/route.ts:20-38, src/lib/auth.ts:167-197（requirePage）, src/components/cases/actions.ts:301-310","e2e/20-permissions-unified.spec.ts「主要CSVルートの可否が権限表どおり」, e2e/17-security-hardening.spec.ts",API,localhost:3100 に各ロールのセッションCookieで直接リクエスト（curl）。`GET /admin/csv?type=audit` → ①200 / ②200 / ④403 / ⑤403 / ⑦403 / ⑧403 / ⑨403。`GET /files/<未存在id>` → 全ロール403（存在オラクル無し）。直後のDB実測で AuditLog に拒否イベントが記録されていることを確認: `110001C001|csv_export|admin|denied`、`airis_2210001_001|csv_export|admin|denied`、`airis_1110001_001|csv_export|admin|denied`、`airis_snc_vew_001|csv_export|admin|denied`、`airis_snc_spt1_001|csv_export|admin|denied`。ページ側は §5.2 に従い /dashboard へ 307 リダイレクトしつつ `access_denied|page=admin role=R9|denied` 等を記録。,PASS,,API（Route Handler）は403、ページはリダイレクト（§3.2「UIでは権限のないページはナビから除外」に沿う設計）。いずれも拒否イベントが監査ログに残ることを実クエリで確認済み。
A-044,§3.3,監査ログ（記録項目）,-,-,任意の対象操作を実行,audit_logsレコードを確認,誰が（actor: アカウントID）・いつ・何を（action）・何に対して（対象リソース種別+ID）・結果（成功/失敗）が1レコードに記録される,C:/Users/hiras/Documents/test/airis/prisma/schema.prisma:323-331; src/lib/util.ts:19-25,,DB,"AuditLog列（DB実査）: actor/action/target/result/createdAt。実レコード例: actor=airis_snc_adm_001, action=訪販員申請作成, target=fieldAgentApplication:<id>, result=success/failure/denied。総件数4,029件。",PASS,,ipカラムは存在するが全件NULL（未使用）。一部actionはtargetがID単独（種別接頭辞なし）
A-045,§3.3,監査ログ（認証）,ログイン,全ロール,-,ログイン成功と失敗を各1回実行,ログイン成功・失敗の両方が監査ログに記録される（失敗は結果=失敗として）,"C:/Users/hiras/Documents/test/airis/src/app/(auth)/actions.ts:16,31,39",,DB,"DB実査: action='login' result='success' 869件 / result='failure' 37件の両方が記録済み。失敗時はaudit(loginId,'login',undefined,'failure')。",PASS,,
A-046,§3.3,監査ログ（認証）,-,全ロール,ログイン済み,ログアウトを実行,ログアウトが監査ログに記録される,C:/Users/hiras/Documents/test/airis/src/app/(auth)/actions.ts:68-73,,DB,"DB実査: action='logout' 4件。logoutActionでaudit(user.loginId,'logout')後にセッション破棄。",PASS,,
A-047,§3.3,監査ログ（認証）,-,全ロール,ログイン済み,パスワード変更を実行,パスワード変更が監査ログに記録される,C:/Users/hiras/Documents/test/airis/src/app/(auth)/actions.ts:64,,DB,DB実査: action='password_change' 14件。changePasswordAction成功時に記録。,PASS,,
A-048,§3.3,監査ログ（MFA）,-,全ロール,-,MFA登録および管理者によるMFAリセットを実行,MFA登録・MFAリセットがそれぞれ監査ログに記録される,-,,DB,"MFA登録・MFAリセット機能そのものが存在しないため、対応する監査ログイベントも存在しない。src/ 内で実際に使われる audit action を全列挙（`grep -rhno 'audit(...,""...""'`）した結果は login / logout / password_change / password_reset / password_rehash / account_* / sales_staff_* / 訪販員申請* / submission_* / case_* / csv_export / file_download / view_* / access_denied / daily_batch / abuse_* の計52種で、mfa_register / mfa_reset に相当するものは皆無。DB実測でも Account に mfaSecret/mfaEnabled 列なし。",NOT_IMPLEMENTED,,発注者指示によりスコープ外（残存リスクR-03）。監査ログ基盤自体（AuditLog / util.audit）は稼働しており、MFA実装時に追加可能な構造。
A-049,§3.3,監査ログ（アカウント操作）,-,-,-,アカウントの申請・承認・却下・変更・停止・削除を実行,6操作すべてが監査ログに記録される,,"e2e/04-admin.spec.ts:496,537,582",DB,"6操作すべてが監査記録される。DB実査（airis, AuditLog）: 申請=account_request_create 13件 / 承認=account_request_approve_first 3件 + account_request_final_approve 9件 / 却下=account_request_reject 3件 / 変更=account_update 3件 + account_role_change 3件 / 停止=account_suspend 6件 / 削除=account_delete 3件。第4回で欠落していた「変更」は src/app/(app)/admin/actions.ts:148-217 updateAccountAction（氏名・メール・ロール変更、audit は208-214行で roleChanged により account_role_change / account_update を出し分け）として新規実装、UIは admin/row-actions.tsx:8-70 の編集フォーム。",PASS,,password_reset 3件も別途記録。
A-050,§3.3,監査ログ（権限変更）,-,①②,-,権限変更を実行,権限変更が監査ログに記録される,,"e2e/04-admin.spec.ts:496（R2がSNC系アカウントの氏名・メール・ロールを変更できる）, :582（tier整合違反のロール変更は拒否・DBのロールも変わらない）",DB,"src/app/(app)/admin/actions.ts:199-214 で roleChanged 時に audit(user.loginId, ""account_role_change"", ""<loginId>: <旧ロール名> → <新ロール名>"") を記録し、権限変更時はセッションも破棄（206行）。権限は permissions.ts:58 update: [""R1"",""R2""]（①②のみ）でゲートし、/admin 自体も roles.ts:67 で R1/R2/R4 限定。DB実査: account_role_change / success 3件。",PASS,,第4回時点の「ロール変更機能自体が存在しない」は解消。
A-051,§3.3,監査ログ（業務データ）,-,-,-,業務データ（日報・提出物・お知らせ・窓口案件等）の作成・変更・削除・承認を実行,各業務データの作成/変更/削除/承認が監査ログに記録される,C:/Users/hiras/Documents/test/airis/src/app/(app)/reports/actions.ts; announcements/actions.ts; components/cases/actions.ts,,DB,DB実査: daily_report_upsert 36 / daily_report_delete / daily_report_csv_import 6、submission_create 36 / approve_first 6 / final_approve 6 / reject 6 / delete、announcement.create_send 15 / stop 5 / delete 5、case_create 14 / case_reply 22 / case_status_change 5、訪販員申請作成8・最終承認2・削除等、いずれも監査記録あり。,PASS,,
A-052,§3.3,監査ログ（ファイル）,-,-,-,ファイルのアップロードとダウンロードを実行,アップロード・ダウンロードの両方が監査ログに記録される,C:/Users/hiras/Documents/test/airis/src/app/files/[id]/route.ts:13; src/app/(app)/documents/actions.ts:46,,DB,ダウンロード: files/[id]/route.tsで全DLを監査（DB実査: file_download 9件、ファイル名+ID記録）。アップロード: document.upload 12件のほか、証跡/提出物/誓約書のアップロードは親操作（account_request_create/submission_create/訪販員申請作成）の監査に包含。,PASS,,汎用のfile_uploadイベントはなく機能別イベントで記録
